Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement,0.000000000000000000e+00,1.084219961999999954e-01,-7.871580184000000202e-02,-4.769819390999999742e-01,4.954425062000000213e-01
,,,,,,,0.7632271666,6.403384094,-4.98927475,5.998027039,10.0931917
,,,,,,,0.7732701666,6.127807159,-5.099894714,5.547913055,9.712789813
,,,,,,,0.7833121666,5.430108032,-6.115083618,4.725523224,9.4451517
,,,,,,,0.7933541667,5.865103455,-4.432881775,4.815336456,8.788477943
,,,,,,,0.8033971667,5.46079422,-4.580325165,4.360133057,8.355262556999998
,,,,,,,0.8134391666,4.520150299,-5.758674774,3.664978638,8.186950731999998
,,,,,,,0.8234821665999998,4.154460754,-5.908064117,3.300636292,7.940967555
,,,,,,,0.8335241665999998,4.274810486,-5.638325043,3.223995667,7.775529695
,,,,,,,0.8435671665999999,4.290976868,-5.730682983,3.189716949,7.837570041
,,,,,,,0.8536091665999999,4.474495239,-5.954467621,3.341501312,8.163481078
,,,,,,,0.8636521666,4.696633301,-6.109994202,3.735781403,8.564254562
,,,,,,,0.8736941667,4.778812408,-6.460864563,4.345463562,9.135801689
,,,,,,,0.8837371666,4.396357727,-6.686295776,4.70845871,9.284616088000002
,,,,,,,0.8937791666,3.956422577,-6.479725342,3.794309692,8.487455812
,,,,,,,0.9038221666,4.387226715,-5.99787735,3.744613037,8.321323077
,,,,,,,0.9138641666,4.370910645,-5.531596985,3.852837982,8.034163652
,,,,,,,0.9239061666,4.577181702,-5.321733398,3.73024292,7.948971689999999
,,,,,,,0.9339491666,4.753814392,-4.963378601,3.896696777,7.900514172
,,,,,,,0.9439911667,4.90035965,-4.651876373,4.112398224,7.909822858
,,,,,,,0.9540341666,5.024152222,-4.527934113,4.627776489,8.195157601
,,,,,,,0.9640761666,5.210215302,-4.308340759,5.335055695,8.612256547999998
,,,,,,,0.9741191666,5.453309784,-3.955374756,5.939199371,8.98096132
,,,,,,,0.9841611666,5.621260529,-3.700005798,6.563551025,9.400468866
,,,,,,,0.9942041666000001,5.824837189,-3.321742401,6.846462708,9.583149402
,,,,,,,1.004246167,6.512207794,-2.724334717,6.88717804,9.862254882
,,,,,,,1.014289167,7.082072754,-1.976489868,7.000791779,10.15250473
,,,,,,,1.024331167,7.825876006999998,-1.226998444,7.059769135,10.61085297
,,,,,,,1.034374167,9.091194763,-0.4104464722,7.429949341,11.74829501
,,,,,,,1.044416167,10.34828064,0.7415579223999998,7.766150208,12.95954897
,,,,,,,1.054459167,11.49534531,1.903142395,8.025710449,14.14839012
,,,,,,,1.064501167,12.753479,2.687361603,9.067244568,15.87728135
,,,,,,,1.074543167,15.29279846,3.381019135,11.6043187,19.49259315
,,,,,,,1.084586167,18.68369705,4.491859131,14.01655243,23.78489176
,,,,,,,1.094628167,22.92662384,6.656058655,14.3765538,27.86787571
,,,,,,,1.104671167,26.85565338,8.934620361,13.052108,31.16746834
,,,,,,,1.114713167,30.61927689,10.59107574,12.38150253,34.68447214
,,,,,,,1.124756167,34.83840317,11.64069305,13.67795654,39.19574678
,,,,,,,1.134798167,40.2870726,11.90444458,17.63078659,45.55884827
,,,,,,,1.144841167,46.81873993,11.5869548,23.87804535,53.81833312
,,,,,,,1.154883167,52.51664108,10.23376877,29.09379913,60.90301111
,,,,,,,1.164926167,57.11657547,7.545359344,31.18510025,65.51141976
,,,,,,,1.174968167,60.97345505,4.591252441,29.55005035,67.9120556
,,,,,,,1.185010167,64.89455109,0.6346801758,26.89352463,70.24932204
,,,,,,,1.195053167,68.50025299,-4.51296524,26.39101959,73.54683833999998
,,,,,,,1.205095167,70.59739197,-10.40037231,28.30838242,76.76929081
,,,,,,,1.215138167,72.50577346999998,-15.73093735,31.12642227,80.45746540999998
,,,,,,,1.225180167,74.16612076,-20.43730042,34.10073715,84.14961076
,,,,,,,1.235223167,74.51654205,-24.61645981,36.10581757,86.38469306
,,,,,,,1.245265167,74.16252823,-27.58089523,36.59529968,87.17799225999998
,,,,,,,1.255308167,74.00580413999998,-29.33524704,34.01810898,86.57163221
,,,,,,,1.265350167,71.2976358,-30.49802902,30.22155396,83.22754933999998
,,,,,,,1.275393167,67.47922623,-31.53058182,27.40156815,79.36289748999998
,,,,,,,1.285435167,62.30882813,-31.97485794,26.43532745,74.85725175
,,,,,,,1.295478167,56.00513672,-32.69710602,26.0736795,69.89644371
,,,,,,,1.305520167,48.79508011,-32.90936462,24.84054382,63.88300823
,,,,,,,1.315563167,41.24687668,-32.23247223,22.57186157,57.00636839
,,,,,,,1.325605167,33.87859909,-30.58649506,19.35475159,49.57720812
,,,,,,,1.335647167,27.10368759,-29.20816132,15.88751175,42.89684835
,,,,,,,1.345690167,21.81323914,-27.96469711,12.43658798,37.5833794
,,,,,,,1.355732167,17.11465988,-27.16056931,8.631650391,33.24324738
,,,,,,,1.365775167,11.53576126,-27.16910156,5.736820221,30.06900354
,,,,,,,1.375817167,4.848717041,-26.98618195,4.709656219,27.81986583
,,,,,,,1.385860167,-1.695075073,-27.15158798,3.917054443,27.48500182
,,,,,,,1.395902167,-6.976991272,-27.2521788,1.716929626,28.18346153
,,,,,,,1.405945167,-9.92002121,-27.46608398,-1.050216064,29.22149113
,,,,,,,1.415987167,-11.36900803,-26.479785,-2.643802185,28.93826269
,,,,,,,1.426030167,-7.785310364,-23.70575363,-4.114942932,25.2884671
,,,,,,,1.436072167,-3.992048492,-22.0419635,-4.340823212,22.81725996
,,,,,,,1.446115167,-1.825154572,-21.11344437,-3.745960236,21.52070957
,,,,,,,1.456157167,-0.602946167,-20.5595961,-1.941911774,20.65990216
,,,,,,,1.466200167,0.2875520325,-20.51334229,0.8316705321999999,20.5322082
,,,,,,,1.476242167,0.467328186,-20.06667114,3.058889008,20.30385403
,,,,,,,1.486284167,-0.2389031982,-19.28110474,4.81024704,19.87351381
,,,,,,,1.496327167,-1.649719391,-18.67411697,6.853498077,19.96032702
,,,,,,,1.506369167,-3.053799591,-18.05126221,8.431815948,20.15612263
,,,,,,,1.516412167,-4.148323517,-17.25716354,8.937464447,19.87200424
,,,,,,,1.526454167,-4.999154205,-16.61035858,8.969348144999998,19.52805062
,,,,,,,1.536496875,-5.212909698,-15.73363174,9.065897369000002,18.89211715
,,,,,,,1.546538875,-4.407883759,-14.11938858,8.688681793,17.15458436
,,,,,,,1.556581875,-3.283871155,-12.42865448,7.789950713999999,15.03125391
,,,,,,,1.566623875,-2.575693817,-11.14402588,6.652466125,13.23173522
,,,,,,,1.576666875,-2.377056885,-10.0926123,5.187761993,11.59414064
,,,,,,,1.586708875,-2.462529144,-9.347012787,3.760480042,10.37168781
,,,,,,,1.596750875,-2.548749847,-8.606951752,2.81519577,9.407500809
,,,,,,,1.606793875,-2.523153076,-7.823331299,2.366428986,8.553993230999998
,,,,,,,1.616835875,-2.506387939,-7.242539062999999,2.332599335,8.011078094
,,,,,,,1.626878875,-2.461331635,-6.624324646,2.655627594,7.549317077999999
,,,,,,,1.636920875,-2.531535645,-6.079008636,2.979553986,7.227777021999999
,,,,,,,1.646963875,-2.767145691,-6.053112488,3.084635468,7.335682793
,,,,,,,1.657005875,-2.716550903,-5.953120422,2.955005035,7.179926624
,,,,,,,1.667048875,-2.716251526,-5.699697418,2.443368988,6.770127401
,,,,,,,1.677090875,-2.84917511,-5.587879944,1.890269165,6.550978445
,,,,,,,1.687133875,-2.930156708,-5.318889313,1.479223938,6.250160423
,,,,,,,1.697175875,-2.802621918,-5.081483002,1.14317276,5.914643106
,,,,,,,1.707218875,-2.640359344,-4.953798523,1.170565796,5.734269052
,,,,,,,1.717260875,-2.43378891,-4.836592255,1.446891174,5.604413187
,,,,,,,1.727302875,-2.175126801,-4.756957855,1.852697296,5.549082078
,,,,,,,1.737345875,-1.973196716,-4.678820343,2.295476532,5.572618558
,,,,,,,1.747387875,-1.732497253,-4.660109253,2.704725494,5.659832593
,,,,,,,1.757430875,-1.638043671,-4.738995209,3.110681305,5.900644104
,,,,,,,1.767472875,-1.657353516,-4.947810974,3.578009491,6.326911255
,,,,,,,1.777515875,-1.542392578,-5.225184174,4.168082428,6.859623579
,,,,,,,1.787557875,-0.9472302246,-5.66437088,4.556374969,7.330954605999999
,,,,,,,1.797600875,0.5164260864,-5.65733551,4.93194397,7.523045414
,,,,,,,1.807642875,2.492766266,-4.871769104,5.150190125,7.514817109
,,,,,,,1.817685875,4.054019623,-4.077670441,5.118306427,7.698021305
,,,,,,,1.827727875,4.685855713,-3.965703278,4.873565369,7.838091965
,,,,,,,1.837770875,4.570296021,-4.279450836,4.658612366,7.804099842
,,,,,,,1.847812875,4.254752197,-4.464316406,4.636757812,7.715734589
,,,,,,,1.857854875,4.171525269,-4.487368469,4.799918518,7.783143107
,,,,,,,1.867897875,4.212090912,-4.103716278,5.166206818,7.827636299
,,,,,,,1.877939875,4.333338776,-4.071682892,5.655539246,8.206189778
,,,,,,,1.887982875,5.326074371,-4.588408356,6.553521881,9.610890099
,,,,,,,1.898024875,8.257278899999998,-4.636308746,8.119565276999998,12.47418751
,,,,,,,1.908067875,12.63357834,-4.751569061,9.995015259,16.79538747
,,,,,,,1.918109875,16.0607016,-4.958289185,10.75723022,19.95617122
,,,,,,,1.928152875,17.72913208,-4.926854553,9.764045563,20.83104908
,,,,,,,1.938194875,18.8874234,-4.757855988,8.289761352999998,21.16818603
,,,,,,,1.948237875,20.3896994,-5.028193817,7.808212738,22.40515032
,,,,,,,1.958279875,22.52665558,-5.205275574,8.374485167999998,24.59018315
,,,,,,,1.968322875,24.60867599,-5.607938232,7.196734314,26.24554991
,,,,,,,1.978364875,26.94411942,-6.893464966,4.553830261,28.18231361
,,,,,,,1.988406875,29.14289703,-8.242759094,2.010469208,30.35281719
,,,,,,,1.998449875,32.56298492,-10.42836411,1.953288116,34.2478335
,,,,,,,2.008491875,38.59708694,-13.90458527,5.734425201,41.42410222
,,,,,,,2.018534875,45.60536316,-15.47257462,10.39213943,49.26709121
,,,,,,,2.028576875,53.70352295,-13.78812744,12.15427505,56.76184667
,,,,,,,2.038619875,60.18594269,-10.246642,11.02337677,62.03915058
,,,,,,,2.048661875,61.38824249,-7.355254669,8.646020507999998,62.42891764
,,,,,,,2.058704875,57.46265579,-6.2599823,7.357350311,58.26898654
,,,,,,,2.068746875,51.92731659,-6.696324921,7.457641754,52.88575797
,,,,,,,2.078789875,47.03159729,-7.81734375,7.744145965999999,48.30169566
,,,,,,,2.088831875,43.6327652,-8.766220551,7.425159302,45.11981618
,,,,,,,2.098873875,42.27419037,-8.395890656,5.631139984,43.46616947
,,,,,,,2.108916875,41.18909683,-6.299051056,1.419947205,41.69215744
,,,,,,,2.118958875,38.75081726,-3.266656952,-2.800975342,38.98900292
,,,,,,,2.129001875,36.27691177,-0.3502716064,-4.588857422,36.56767193
,,,,,,,2.139043875,33.76453629,1.25079895,-3.718866577,33.99173984
,,,,,,,2.149086875,30.13638107,1.105900269,-0.8382568359,30.16831374
,,,,,,,2.159128875,26.31168457,0.5179229736,2.666854248,26.4515614
,,,,,,,2.169171875,22.82977524,0.5105882263,5.285957794,23.43929793
,,,,,,,2.179213875,19.63182541,1.609902191,6.850953369,20.85511726
,,,,,,,2.189256875,17.10702576,3.319197693,7.236850890999999,18.86900671
,,,,,,,2.199298875,15.52032532,4.56565567,5.776038666,17.1781353
,,,,,,,2.209340875,14.25380905,5.216352539,3.205434265,15.51309818
,,,,,,,2.219383875,12.72922943,5.678591309,0.8580157470999998,13.96480835
,,,,,,,2.229425875,11.51375702,5.802533569,-1.19227066,12.94826266
,,,,,,,2.239468875,10.69466034,5.938899994,-2.484683075,12.48278586
,,,,,,,2.249510875,9.942324829,6.072122955,-2.89827301,12.00501923
,,,,,,,2.259553875,9.459878082,5.864953766,-2.728825378,11.46008132
,,,,,,,2.269595875,8.788973236,5.221142578,-2.848127289,10.6121727
,,,,,,,2.279638875,8.166118469,4.172722778,-2.566712494,9.522873477
,,,,,,,2.289680875,7.536677399,3.068918152,-1.351090393,8.24895206
,,,,,,,2.299723875,6.683002625,1.901495819,0.1390608215,6.949643756
,,,,,,,2.309765875,6.004313965,0.5935157776,1.937121735,6.336914689
,,,,,,,2.319808875,5.756579132,-0.586330719,3.358715515,6.690512456
,,,,,,,2.329850875,5.97677124,-1.826651459,3.780688019,7.304248893999999
,,,,,,,2.339892875,6.060447235,-2.827619934,4.123026123,7.856449554
,,,,,,,2.349935875,6.258485413,-3.792363739,3.64252533,8.174267745
,,,,,,,2.359977875,6.334527283,-5.041665802,2.897374878,8.59880289
,,,,,,,2.370020875,6.577921143,-6.217171326,2.572849731,9.409666391
,,,,,,,2.380062875,6.700516205,-7.314090271,1.629361725,10.05224619
,,,,,,,2.390105875,7.118297424,-8.158484343999998,2.371967468,11.08409918
,,,,,,,2.400147875,7.909402313,-8.56967926,4.129313049,12.37130849
,,,,,,,2.410190875,8.213120728,-9.480684814000002,4.403991852,13.29412956
,,,,,,,2.420232875,7.953859863,-10.24364822,4.574038239,13.75201954
,,,,,,,2.430275875,7.287445679,-10.33271301,4.888683929,13.55621825
,,,,,,,2.440317875,6.431675262,-10.53973251,4.919819183,13.2912388
,,,,,,,2.450359875,5.475014648,-10.75708054,4.264631653,12.80147063
,,,,,,,2.460402875,4.317322083,-10.81216599,3.150498505,12.0610051
,,,,,,,2.470444875,3.221900024,-10.78731766,2.009122009,11.43605847
,,,,,,,2.480487875,2.674937439,-10.70079758,0.9886940002,11.07428891
,,,,,,,2.490529875,2.270777893,-10.27418472,0.3543132019,10.52809773
,,,,,,,2.500572875,2.081870728,-9.624535675,-0.06152206421,9.847317282
,,,,,,,2.510614875,2.544558563,-9.078770599,-0.1194515991,9.429375513
,,,,,,,2.520657875,3.028801575,-8.464897156,0.1740879822,8.992131531
,,,,,,,2.530699875,3.376528473,-7.999065856999999,0.8509803771999999,8.724114093
,,,,,,,2.5407425,3.243754578,-7.554939423,1.615440674,8.379063312999998
,,,,,,,2.5507845,2.930007019,-7.056625671,1.780547333,7.845460841
,,,,,,,2.5608265,2.748733978,-6.73030426,1.469344482,7.416974256999999
,,,,,,,2.5708695,2.700983276,-6.398144989,1.354533234,7.075756514
,,,,,,,2.5809115,2.756817169,-5.899980927,1.540596313,6.692029052
,,,,,,,2.5909545,2.724484406,-5.346731415,1.786534882,6.261154764
,,,,,,,2.6009965,3.037184143,-5.01262619,2.036065979,6.204552644
,,,,,,,2.6110395,3.667373657,-4.676575012,2.460882568,6.432412176
,,,,,,,2.6210815,4.017944641,-3.987557831,2.661315765,6.255165721
,,,,,,,2.6311245,4.434228973,-3.220852203,2.299368439,5.943346761
,,,,,,,2.6411665,4.317172394,-2.640658722,1.671124878,5.329513516
,,,,,,,2.6512095,3.958967285,-2.652484131,0.8786727905,4.84573626
,,,,,,,2.6612515,3.722608795,-2.837649078,0.4956193542,4.706984924
,,,,,,,2.6712935,3.455863495,-2.560425568,0.6529421997,4.350299426
,,,,,,,2.6813365,3.874393158,-2.185904388,0.8668473815999999,4.532165566
,,,,,,,2.6913785,4.9540979,-1.681752777,0.9752220154,5.321882786
,,,,,,,2.7014215,5.394182739,-1.265618134,0.7631130981,5.592972223
,,,,,,,2.7114635,4.381538544,-1.67202301,0.07813751220999998,4.690378069
,,,,,,,2.7215065,3.043171692,-2.025737457,-0.5998027039,3.704628116
,,,,,,,2.7315485,2.176024933,-2.001637573,-0.8571176147,3.078358018
,,,,,,,2.7415915,1.780697021,-2.173929291,-0.5405259705,2.861646164
,,,,,,,2.7516335,2.711760864,-1.693727875,0.3785627747,3.219576195
,,,,,,,2.7616765,3.987857208,-0.7201524353,1.211430817,4.229561356
,,,,,,,2.7717185,4.436025238,-0.7839198303,1.467099152,4.737639722
,,,,,,,2.7817605,5.153632965,-1.281634827,1.50242569,5.519040091
,,,,,,,2.7918035,5.644162903,-1.162332916,1.050515442,5.857574189
,,,,,,,2.8018455,6.274502106,-1.32923584,-0.1809736633,6.416307042
,,,,,,,2.8118885,7.501650238,-1.384770355,-0.6340814209,7.654698196
,,,,,,,2.8219305,9.647887115,-0.8050259399,0.06990463257,9.681667171
,,,,,,,2.8319735,13.94934219,0.8819659424,2.099683685,14.13402572
,,,,,,,2.8420155,21.36716675,3.936813354,3.527115326,22.01124387
,,,,,,,2.8520585,30.19940002,7.412136383,3.407514038,31.28185863
,,,,,,,2.8621005,40.40817078,11.58051819,2.281405792,42.09671578
,,,,,,,2.8721435,52.2934552,15.19355484,2.343975677,54.50636465
,,,,,,,2.8821855,62.83782806,17.05313782,6.790778503,65.46385887
,,,,,,,2.8922275,69.77320587,16.33433258,11.7860408,72.62245821
,,,,,,,2.9022705,73.10407927999998,13.65056351,12.86215302,75.47171174
,,,,,,,2.9123125,73.47351105,8.436156921,9.468709717,74.55992243
,,,,,,,2.9223555,74.20159698,1.632355499,6.479575653,74.50185555
,,,,,,,2.9323975,76.59257492,-4.412524109,7.131020966,77.05027165
,,,,,,,2.9424405,80.30889679,-9.364825745,10.51218979,81.53358203
,,,,,,,2.9524825,84.49194808999998,-14.3645787,15.67166061,87.12537724
,,,,,,,2.9625255,86.33820876999998,-19.86399261,22.84055283,91.49073915
,,,,,,,2.9725675,87.68989792,-24.81913834,30.18068893,96.00198857
,,,,,,,2.9826105,87.57119475999998,-27.98789886,34.47585709,98.18666588
,,,,,,,2.9926525,85.62853454999998,-30.42587906,35.64193222,97.61315166000001
,,,,,,,3.0026945,82.6510762,-30.8381218,32.21660522,93.91538642
,,,,,,,3.0127375,77.02248093,-30.64666992,29.29962112,87.92126446
,,,,,,,3.0227795,70.61640244,-30.98122421,28.53531052,82.22394112
,,,,,,,3.0328225,62.86147888,-30.95158585,26.69443863,74.98105925999998
,,,,,,,3.0428645,54.28925491,-30.98197266,24.33818848,67.07870934
,,,,,,,3.0529075,45.88288605,-30.40222824,21.17331985,58.97324976
,,,,,,,3.0629495,36.96503082,-29.5055928,18.08763657,50.63749705
,,,,,,,3.0729925,28.54279495,-28.66808441,16.1668309,43.56508498
,,,,,,,3.0830345,21.07362717,-27.57954803,14.25500656,37.52245253
,,,,,,,3.0930775,14.16219955,-27.92443085,12.78760803,33.82106819
,,,,,,,3.1031195,9.152567139,-28.65730682,10.42492126,31.83849404
,,,,,,,3.1131615,5.125641174,-30.8512944,7.917485504,32.26082982
,,,,,,,3.1232045,-0.1242416382,-35.21966034,8.140821075,36.14848376
,,,,,,,3.1332465,-4.792434082,-38.27824997,11.19716537,40.16924642
,,,,,,,3.1432895,-6.373895416,-39.25392105,13.09042831,41.86712522
,,,,,,,3.1533315,-4.881947937,-37.12504807,9.899813232,38.73123948
,,,,,,,3.1633745,-3.721261597,-33.04513229,3.228037262,33.4103095
,,,,,,,3.1734165,-4.57972641,-29.72204269,1.091230774,30.09259877
,,,,,,,3.1834595,-6.372697906,-28.17620728,5.107528839,29.33592995
,,,,,,,3.1935015,-8.273295593,-27.73073364,8.241262207,30.08919093
,,,,,,,3.2035445,-10.60349991,-28.95384018,8.77565094,32.05886961
,,,,,,,3.2135865,-13.75789032,-29.94193542,9.680818634,34.34410128
,,,,,,,3.2236295,-16.39106461,-29.28869385,11.09013794,35.34806566
,,,,,,,3.2336715,-17.27213242,-27.61472488,12.5584346,34.90865034
,,,,,,,3.2437135,-16.93383591,-24.49670883,13.26960571,32.60254557
,,,,,,,3.2537565,-15.58035049,-20.78861984,14.17821625,29.59621348
,,,,,,,3.2637985,-12.96768356,-17.94692917,15.55535248,27.05960226
,,,,,,,3.2738415,-9.223519592,-14.92980331,15.9319693,23.70232028
,,,,,,,3.2838835,-6.726711731,-12.3647374,14.25410843,20.03284774
,,,,,,,3.2939265,-5.142406311,-10.75543396,11.29910339,16.4253901
,,,,,,,3.3039685,-3.25049057,-9.6520784,8.524473266999998,13.28137609
,,,,,,,3.3140115,-1.373394012,-8.878337401999998,6.54079834,11.11274624
,,,,,,,3.3240535,1.20873642,-7.595355376999998,5.736520844,9.594693243
,,,,,,,3.3340965,4.826862488,-4.946613464,5.898633728,9.08633403
,,,,,,,3.3441385,6.358327789,-3.295995941,5.498964844,9.02942611
,,,,,,,3.3541805,6.085295563,-2.764301605,5.162614288,8.445399441999998
,,,,,,,3.3642235,5.919889526,-2.009720764,5.414989471,8.270802895
,,,,,,,3.3742655,5.497168579,-1.321901093,6.060297546,8.288153668999998
,,,,,,,3.3843085,5.291645966,-1.679806824,6.605314178,8.628640877
,,,,,,,3.3943505,7.590565338,-1.209484863,7.32007782,10.61428637
,,,,,,,3.4043935,9.450298004,0.4830455017,6.730753326,11.6122567
,,,,,,,3.4144355,8.914412384,0.7135661316,4.298610992,9.922397958
,,,,,,,3.4244785,8.140372009,0.8285270690999998,2.636317749,8.596643812
,,,,,,,3.4345205,7.567064208999998,0.8767268372,2.600242767,8.049246743999998
,,,,,,,3.4445625,6.694678345,0.4896318054,3.416794739,7.532127436999998
,,,,,,,3.4546055,5.354515228,-0.3504212952,3.85777771,6.608787882
,,,,,,,3.4646475,4.19592453,-1.445394287,3.995191956,5.971306898
,,,,,,,3.4746905,5.394931183,-2.315684509,4.328848114,7.294285654
,,,,,,,3.4847325,7.933651886,-1.553020477,4.615202637,9.308856011
,,,,,,,3.4947755,8.625662842,-1.103056183,3.384012909,9.331148684
,,,,,,,3.5048175,8.189918975999998,-1.199904785,1.351389771,8.386942150999998
,,,,,,,3.5148605,7.679779816,-1.372645569,-0.102387085,7.802157201
,,,,,,,3.5249025,7.200476532,-1.756148071,-0.2070195007,7.414430215
,,,,,,,3.5349455,6.346801758,-2.300865326,0.6186634827,6.779278598
,,,,,,,3.544988542,5.085973663,-3.228336639,1.609752502,6.235430112
,,,,,,,3.555030542,3.835623779,-4.403991852,2.533780975,6.366097709
,,,,,,,3.565073542,3.152444458,-5.381309509,2.986289978,6.914790375
,,,,,,,3.575115542,3.437302094,-6.129453735,2.850821686,7.583695211
,,,,,,,3.585158542,4.262236633,-6.311624908,2.758912811,8.100300612
,,,,,,,3.595200542,4.671635284,-6.335724792,2.794389038,8.353094933999998
,,,,,,,3.605243542,4.404590607,-6.831643524,2.464924164,8.493975676
,,,,,,,3.615285542,3.87529129,-7.400161285,2.45489502,8.706708861
,,,,,,,3.625328542,3.739523621,-7.940537566999998,2.546205139,9.138891310000002
,,,,,,,3.635370542,4.030817871,-8.042176208,2.22317688,9.266423599
,,,,,,,3.645413542,5.163961487,-7.614665222,1.779499512,9.371032131
,,,,,,,3.655455542,6.737639008,-6.8332901,1.091081085,9.658161881
,,,,,,,3.665497542,7.251370696999999,-6.877897339,-0.09774673462,9.994868844
,,,,,,,3.675540542,7.910599823,-7.280410308999999,-2.061812439,10.94682759
,,,,,,,3.685582542,9.745184784,-7.366181946,-4.50009201,13.01845194
,,,,,,,3.695625542,12.41203903,-7.808811493,-6.660399628,16.10581178
,,,,,,,3.705667542,15.98076782,-9.609117737,-7.408843230999999,20.06516987
,,,,,,,3.715710542,20.96540222,-13.40791809,-5.712271271,25.53331943
,,,,,,,3.725752542,26.68830139,-19.11869247,-1.306034088,32.85567772
,,,,,,,3.735795542,33.24242203,-25.49857544,3.655548248,42.05471442
,,,,,,,3.745837542,38.72417267,-29.62025436,8.397237854,49.47155365
,,,,,,,3.755880542,44.32223145,-29.02973236,11.34191437,54.18325002
,,,,,,,3.765922542,49.45969803,-24.70058487,11.37155273,56.44194215
,,,,,,,3.775964542,52.52726898,-21.82581299,8.548423462,57.52004558
,,,,,,,3.786007542,51.37840805,-21.28843048,5.374872894,55.87331514
,,,,,,,3.796049542,48.12956406,-20.93995514,4.711602173,52.69853748
